Age,Attrition,BusinessTravel,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_bin,DistanceFromHome_bin,MonthlyIncome_bin,NumCompaniesWorked_bin,TotalWorkingYears_bin,TrainingTimesLastYear_bin,YearsAtCompany_bin,YearsInCurrentRole_bin,YearsSinceLastPromotion_bin,YearsWithCurrManager_bin
0.4047619047619047,0,1,0.5357142857142857,3,1,1,4,1,2,2,0.09099666067300283,0.0,0,3,3,0.21052631578947367,1.0,3,0.2777777777777778,0.27586206896551724,0.0,0.20689655172413793,3,3,1,1,2,5,2,2,1,2
0.2619047619047619,0,1,0.5,2,4,0,2,2,3,1,0.20446956075006423,0.0,1,3,4,0.3508771929824561,0.625,3,0.5,0.3448275862068966,0.0,0.5517241379310345,2,3,2,1,2,4,3,2,1,3
0.3095238095238095,0,1,0.8928571428571428,1,1,1,3,1,3,0,0.12214230670434112,0.11764705882352941,0,3,4,0.17543859649122806,0.125,2,0.2777777777777778,0.13793103448275862,0.5333333333333333,0.20689655172413793,2,5,1,1,1,1,2,1,3,2
0.380952380952381,0,1,0.6428571428571428,2,2,1,3,1,4,0,0.10608784998715642,0.0,0,3,3,0.10526315789473684,0.375,3,0.1111111111111111,0.13793103448275862,0.13333333333333333,0.13793103448275862,2,4,1,1,1,2,1,1,1,1
0.23809523809523808,1,1,0.8214285714285714,3,3,1,2,1,3,1,0.0654379655792448,0.5882352941176471,1,3,2,0.21052631578947367,0.875,3,0.2222222222222222,0.13793103448275862,0.0,0.20689655172413793,2,5,1,3,2,5,2,1,1,2
0.2619047619047619,0,1,0.7142857142857143,4,2,0,4,3,1,0,0.5760981248394554,0.11764705882352941,0,3,3,0.3508771929824561,0.125,3,0.5555555555555556,0.6206896551724138,1.0,0.5517241379310345,2,4,3,1,2,1,3,4,5,3
0.3333333333333333,0,1,0.14285714285714285,2,1,1,4,1,2,0,0.14699460570254302,0.0,1,3,4,0.24561403508771928,1.0,2,0.3333333333333333,0.13793103448275862,0.0,0.3448275862068966,2,1,1,1,2,5,2,1,1,2
0.09523809523809518,0,0,0.5357142857142857,2,4,1,4,1,4,0,0.12368353454919084,0.11764705882352941,1,3,2,0.03508771929824561,0.375,2,0.05555555555555555,0.0,0.0,0.0,1,3,1,1,1,2,1,1,1,1
0.8333333333333333,0,1,0.03571428571428571,4,1,0,2,4,4,2,0.9258926277934754,0.23529411764705882,0,3,3,1.0,0.625,3,1.0,0.5517241379310345,0.4,0.48275862068965514,5,1,5,2,5,4,5,3,2,3
0.4761904761904761,0,1,0.03571428571428571,3,4,1,3,1,4,1,0.18847932185974825,0.5882352941176471,1,3,3,0.21052631578947367,0.625,3,0.16666666666666666,0.13793103448275862,0.13333333333333333,0.13793103448275862,3,1,1,3,2,4,1,1,1,1
0.14285714285714285,0,0,0.35714285714285715,2,1,0,4,2,3,0,0.19278191625995378,0.0,0,3,4,0.17543859649122806,1.0,2,0.2222222222222222,0.13793103448275862,0.13333333333333333,0.20689655172413793,1,2,1,1,1,5,2,1,1,2
0.42857142857142855,1,1,0.2857142857142857,4,3,1,2,1,1,1,0.15399434883123556,0.8235294117647058,0,4,2,0.3508771929824561,0.875,3,0.2777777777777778,0.20689655172413793,0.0,0.20689655172413793,3,2,1,5,2,5,2,2,1,2
0.380952380952381,0,1,0.2142857142857143,4,1,0,3,3,2,1,0.7054328281530953,0.0,0,3,3,0.45614035087719296,0.875,3,0.6666666666666666,0.41379310344827586,0.26666666666666666,0.7586206896551724,2,2,4,1,3,5,4,3,2,4
0.07142857142857145,0,1,0.5,2,3,1,3,1,4,1,0.014320575391728749,0.11764705882352941,0,3,4,0.0,1.0,3,0.0,0.0,0.0,0.0,1,3,1,1,1,5,1,1,1,1
0.380952380952381,1,1,0.17857142857142855,1,2,1,3,1,1,1,0.1252889802209093,0.23529411764705882,0,3,3,0.2807017543859649,0.375,3,0.2222222222222222,0.13793103448275862,0.13333333333333333,0.20689655172413793,2,1,1,2,2,2,2,1,1,2
0.8333333333333333,0,1,0.14285714285714285,3,3,0,3,5,3,0,1.0,0.47058823529411764,0,3,4,0.9122807017543859,0.625,2,0.7777777777777777,0.896551724137931,0.5333333333333333,0.5517241379310345,5,1,5,3,5,4,4,5,3,3
0.3333333333333333,1,2,0.5357142857142857,1,2,0,1,1,1,1,0.1868738761880298,0.11764705882352941,1,4,2,0.3508771929824561,1.0,3,0.5555555555555556,0.13793103448275862,0.8,0.48275862068965514,2,3,1,1,2,5,3,1,4,3
0.5714285714285714,0,1,0.25,4,3,1,3,2,2,2,0.37349088106858463,0.0,0,3,4,0.3508771929824561,0.375,3,0.5,0.48275862068965514,0.5333333333333333,0.13793103448275862,3,2,2,1,2,2,3,3,3,1
0.6190476190476188,0,1,0.2142857142857143,4,1,0,2,3,4,2,0.5933085024402773,0.3529411764705882,0,3,4,0.8421052631578947,0.875,3,1.0,0.41379310344827586,0.6666666666666666,1.0,4,2,3,2,5,5,5,3,4,5
0.6666666666666665,0,1,0.03571428571428571,4,2,0,3,5,1,1,1.0,0.3529411764705882,0,3,4,0.7719298245614035,0.375,2,0.1111111111111111,0.13793103448275862,0.26666666666666666,0.06896551724137931,4,1,5,2,4,2,1,1,2,1
0.35714285714285715,0,1,0.03571428571428571,3,3,1,3,1,4,1,0.09549190855381454,0.47058823529411764,0,3,4,0.24561403508771928,0.625,3,0.05555555555555555,0.06896551724137931,0.0,0.0,2,1,1,3,2,4,1,1,1,1
0.6190476190476188,0,1,0.3214285714285714,4,4,1,3,2,4,2,0.35037246339583866,0.23529411764705882,1,3,4,0.3157894736842105,1.0,4,0.2222222222222222,0.13793103448275862,0.13333333333333333,0.20689655172413793,4,2,2,2,2,5,2,1,1,2
0.28571428571428564,0,1,0.2857142857142857,2,4,1,2,1,3,1,0.0768687387618803,0.11764705882352941,0,3,1,0.3508771929824561,1.0,3,0.5555555555555556,0.0,0.13333333333333333,0.5517241379310345,2,2,1,1,2,5,3,1,1,3
0.49999999999999994,1,1,0.14285714285714285,3,4,1,3,2,4,2,0.06916259953763165,0.3529411764705882,0,3,3,0.6666666666666666,1.0,4,0.05555555555555555,0.0,0.0,0.0,3,1,1,2,4,5,1,1,1,1
0.14285714285714285,1,1,0.0,3,2,1,3,1,4,2,0.08245568969946057,0.23529411764705882,1,3,1,0.21052631578947367,0.375,2,0.1111111111111111,0.0,0.26666666666666666,0.0,1,1,1,2,2,2,1,1,2,1
0.5952380952380951,0,1,0.03571428571428571,2,4,0,4,1,3,0,0.10506036475725661,0.11764705882352941,0,3,4,0.21052631578947367,0.625,2,0.2777777777777778,0.20689655172413793,0.13333333333333333,0.27586206896551724,3,1,1,1,2,4,2,2,1,2
0.7619047619047619,1,1,0.07142857142857142,2,1,1,2,1,3,2,0.10750064217826868,0.11764705882352941,1,3,3,0.10526315789473684,0.375,3,0.16666666666666666,0.13793103448275862,0.0,0.13793103448275862,4,1,1,1,1,2,1,1,1,1
0.4047619047619047,0,1,0.03571428571428571,3,4,0,3,1,4,2,0.06453891600308245,0.11764705882352941,0,3,1,0.07017543859649122,0.625,3,0.1111111111111111,0.13793103448275862,0.26666666666666666,0.13793103448275862,3,1,1,1,1,4,1,1,2,1
0.42857142857142855,0,1,0.14285714285714285,4,2,0,2,1,1,2,0.15476496275366042,1.0,1,3,4,0.21052631578947367,0.625,4,0.05555555555555555,0.06896551724137931,0.0,0.0,3,1,1,5,2,4,1,1,1,1
0.35714285714285715,0,2,0.0,3,3,0,4,2,1,2,0.2804392499357822,0.23529411764705882,0,3,1,0.3508771929824561,0.625,3,0.2777777777777778,0.20689655172413793,0.13333333333333333,0.20689655172413793,2,1,2,2,2,4,2,2,1,2
0.4047619047619047,0,1,0.10714285714285714,2,3,1,3,1,4,0,0.060493192910351906,0.11764705882352941,0,3,3,0.03508771929824561,0.625,3,0.05555555555555555,0.0,0.0,0.0,3,1,1,1,1,4,1,1,1,1
0.21428571428571425,0,1,0.03571428571428571,4,4,0,3,1,1,0,0.08553814538916002,0.11764705882352941,0,3,4,0.03508771929824561,1.0,3,0.05555555555555555,0.0,0.0,0.0,2,1,1,1,1,5,1,1,1,1
0.19047619047619052,1,1,0.8571428571428571,3,1,1,1,1,3,1,0.08245568969946057,0.11764705882352941,0,3,3,0.03508771929824561,0.375,2,0.05555555555555555,0.0,0.0,0.06896551724137931,1,5,1,1,1,2,1,1,1,1
0.21428571428571425,0,2,0.25,3,4,1,3,3,3,1,0.495568969946057,0.11764705882352941,0,3,4,0.3157894736842105,0.0,3,0.5,0.5517241379310345,0.13333333333333333,0.48275862068965514,2,2,3,1,2,1,3,3,1,3
0.28571428571428564,0,2,0.0,2,3,0,3,2,4,1,0.19278191625995378,0.11764705882352941,0,4,4,0.42105263157894735,0.375,3,0.6666666666666666,0.5517241379310345,0.4,0.48275862068965514,2,1,1,1,3,2,4,3,2,3
0.5476190476190477,1,1,0.39285714285714285,3,2,0,3,5,3,2,1.0,0.11764705882352941,0,3,4,0.8070175438596491,0.0,3,1.0,1.0,1.0,0.5517241379310345,3,2,5,1,5,1,5,5,5,3
0.380952380952381,0,0,0.7857142857142857,4,2,1,3,2,3,1,0.22855124582584124,0.0,0,4,3,0.3508771929824561,0.375,3,0.5,0.3448275862068966,1.0,0.48275862068965514,2,4,2,1,2,2,3,2,5,3
0.4523809523809524,0,1,0.6428571428571428,2,2,1,3,1,2,2,0.12927048548677114,0.47058823529411764,0,4,1,0.2807017543859649,0.125,3,0.05555555555555555,0.0,0.0,0.0,3,4,1,3,2,1,1,1,1,1
0.6666666666666665,0,2,0.14285714285714285,4,1,1,3,2,4,1,0.3058695093758027,0.47058823529411764,1,4,3,0.49122807017543857,0.875,3,0.5,0.41379310344827586,0.0,0.5517241379310345,4,1,2,3,3,5,3,3,1,3
0.4047619047619047,0,1,0.25,1,4,1,4,1,4,2,0.08091446185461085,0.11764705882352941,0,3,4,0.03508771929824561,0.375,3,0.05555555555555555,0.0,0.0,0.06896551724137931,3,2,1,1,1,2,1,1,1,1
0.7142857142857142,1,1,0.0,2,1,1,2,3,3,1,0.2807603390701259,1.0,1,3,4,0.8070175438596491,0.375,3,0.05555555555555555,0.0,0.0,0.0,4,1,2,5,5,2,1,1,1,1
0.23809523809523808,1,1,0.14285714285714285,4,3,1,3,1,3,1,0.15617775494477268,0.11764705882352941,1,3,3,0.07017543859649122,0.625,2,0.1111111111111111,0.13793103448275862,0.26666666666666666,0.13793103448275862,2,1,1,1,1,4,1,1,2,1
0.6190476190476188,0,1,0.0,5,2,0,3,2,1,0,0.2854482404315438,0.5882352941176471,1,4,3,0.3157894736842105,0.375,2,0.2222222222222222,0.20689655172413793,0.13333333333333333,0.20689655172413793,4,1,2,3,2,2,2,2,1,2
0.4047619047619047,0,0,0.35714285714285715,2,3,1,2,3,1,2,0.5699332134600565,0.23529411764705882,1,3,3,0.3508771929824561,0.625,3,0.2222222222222222,0.0,0.26666666666666666,0.20689655172413793,3,2,3,2,2,4,2,1,2,2
0.19047619047619052,0,1,0.7857142857142857,3,3,0,2,2,4,2,0.2021577189827896,0.8235294117647058,1,3,3,0.17543859649122806,0.375,2,0.1111111111111111,0.13793103448275862,0.0,0.0,1,4,2,5,1,2,1,1,1,1
0.35714285714285715,0,2,0.0,2,1,0,3,3,4,1,0.7994477266889288,0.11764705882352941,1,3,3,0.5263157894736842,0.125,3,0.8333333333333333,0.9655172413793103,1.0,0.8275862068965517,2,1,4,1,3,1,5,5,5,5
0.4047619047619047,0,2,0.6071428571428571,5,2,1,3,3,1,2,0.5175956845620344,0.11764705882352941,0,4,4,0.3157894736842105,0.625,2,0.5,0.5517241379310345,0.13333333333333333,0.5517241379310345,3,4,3,1,2,4,3,3,1,3
0.4047619047619047,0,1,0.7857142857142857,4,3,0,3,1,1,2,0.19297456974056,0.3529411764705882,1,3,3,0.14035087719298245,0.625,3,0.1111111111111111,0.13793103448275862,0.26666666666666666,0.13793103448275862,3,4,1,2,1,4,1,1,2,1
0.3095238095238095,0,1,0.2142857142857143,4,4,1,3,2,4,0,0.3150526586180324,0.3529411764705882,0,4,4,0.3508771929824561,0.625,2,0.38888888888888884,0.48275862068965514,0.13333333333333333,0.48275862068965514,2,2,2,2,2,4,2,3,1,3
0.4523809523809524,0,1,0.0,4,1,1,2,2,3,0,0.320061649113794,0.11764705882352941,0,3,3,0.24561403508771928,0.375,4,0.38888888888888884,0.3448275862068966,0.0,0.48275862068965514,3,1,2,1,2,2,2,2,1,3
0.3333333333333333,0,1,0.0,3,1,1,3,2,4,2,0.3309144618546108,0.11764705882352941,1,4,2,0.3157894736842105,0.625,3,0.5,0.5517241379310345,0.9333333333333333,0.5517241379310345,2,1,2,1,2,4,3,3,5,3
0.4761904761904761,0,2,0.9999999999999999,5,4,0,3,2,4,1,0.08971230413562806,0.11764705882352941,0,3,4,0.3508771929824561,0.375,3,0.5555555555555556,0.20689655172413793,1.0,0.6206896551724138,3,5,1,1,2,2,3,2,5,4
0.7619047619047619,0,1,0.2142857142857143,2,2,0,2,5,3,0,1.0,0.5882352941176471,1,3,4,1.0,0.375,2,1.0,0.20689655172413793,1.0,0.5517241379310345,4,2,5,3,5,2,5,2,5,3
0.976190476190476,0,1,0.8571428571428571,3,1,0,3,3,1,1,0.4256357564860005,0.8235294117647058,0,3,4,0.9824561403508771,0.625,2,1.0,1.0,0.9333333333333333,0.6206896551724138,5,5,3,5,5,4,5,5,5,4
0.42857142857142855,0,1,0.25,3,3,0,3,3,3,0,0.5835473927562291,0.11764705882352941,0,3,2,0.5964912280701754,0.375,3,0.9444444444444444,0.9655172413793103,1.0,0.5517241379310345,3,2,3,1,3,2,5,5,5,3
0.8809523809523809,0,1,0.25,3,4,0,3,4,3,0,0.8828024659645517,0.23529411764705882,1,3,3,0.7368421052631579,0.375,3,0.2777777777777778,0.0,0.0,0.13793103448275862,5,2,5,2,4,2,2,1,1,1
0.42857142857142855,0,2,0.35714285714285715,3,2,1,2,2,2,1,0.3525558695093758,0.11764705882352941,0,3,3,0.21052631578947367,0.625,3,0.3333333333333333,0.3448275862068966,0.0,0.20689655172413793,3,2,2,1,2,4,2,2,1,2
0.6428571428571428,0,1,0.2142857142857143,3,2,1,3,3,1,0,0.5596583611610584,0.23529411764705882,0,3,3,0.8771929824561403,0.375,3,0.05555555555555555,0.0,0.0,0.0,4,2,3,2,5,2,1,1,1,1
0.4047619047619047,0,2,0.0,3,2,1,3,1,1,2,0.07609812483945544,0.47058823529411764,0,3,4,0.17543859649122806,0.375,2,0.16666666666666666,0.13793103448275862,0.13333333333333333,0.13793103448275862,3,1,1,3,1,2,1,1,1,1
0.42857142857142855,1,1,0.2857142857142857,3,4,1,2,1,3,2,0.1527742101207295,0.0,1,3,1,0.07017543859649122,0.0,2,0.05555555555555555,0.0,0.0,0.0,3,2,1,1,1,1,1,1,1,1
0.976190476190476,0,2,0.0,1,1,0,2,2,3,1,0.28666837914204985,0.8235294117647058,0,3,4,0.7017543859649122,0.375,2,0.2222222222222222,0.20689655172413793,0.13333333333333333,0.20689655172413793,5,1,2,5,4,2,2,2,1,2
0.2619047619047619,0,1,0.03571428571428571,3,3,1,3,1,2,2,0.10878499871564346,0.0,0,4,4,0.21052631578947367,0.625,3,0.2777777777777778,0.27586206896551724,0.0,0.27586206896551724,2,1,1,1,2,4,2,2,1,2
0.3095238095238095,0,1,0.0,4,3,1,3,1,2,1,0.09581299768815824,0.11764705882352941,0,3,2,0.03508771929824561,0.875,3,0.05555555555555555,0.06896551724137931,0.13333333333333333,0.0,2,1,1,1,1,5,1,1,1,1
0.3333333333333333,0,1,0.0,3,2,1,3,2,2,2,0.33463909581299767,0.11764705882352941,0,3,2,0.3508771929824561,0.625,3,0.5555555555555556,0.27586206896551724,0.0,0.6206896551724138,2,1,2,1,2,4,3,2,1,4
0.42857142857142855,0,1,0.17857142857142855,3,2,0,4,1,4,2,0.13029797071667096,0.3529411764705882,0,3,2,0.17543859649122806,0.625,3,0.05555555555555555,0.0,0.0,0.0,3,1,1,2,1,4,1,1,1,1
0.3095238095238095,0,1,0.25,4,3,0,3,2,4,1,0.2193038787567429,0.11764705882352941,0,4,4,0.38596491228070173,0.375,3,0.611111111111111,0.48275862068965514,0.13333333333333333,0.5517241379310345,2,2,2,1,2,2,4,3,1,3
0.4047619047619047,0,1,0.0,4,3,1,2,2,1,1,0.21211148214744413,0.0,0,3,2,0.5614035087719298,0.375,3,0.8333333333333333,0.896551724137931,0.26666666666666666,0.5517241379310345,3,1,2,1,3,2,5,5,2,3
0.6428571428571428,0,1,0.17857142857142855,4,4,1,3,3,1,2,0.7857693295658874,0.47058823529411764,1,3,2,0.5964912280701754,0.625,4,0.0,0.0,0.0,0.0,4,1,4,3,3,4,1,1,1,1
0.4523809523809524,0,1,0.2142857142857143,4,1,1,3,3,3,1,0.8126765990238891,0.47058823529411764,0,3,1,0.5614035087719298,0.625,4,0.2777777777777778,0.13793103448275862,0.0,0.13793103448275862,3,2,5,3,3,4,2,1,1,1
0.6666666666666665,0,1,0.14285714285714285,2,2,1,3,2,2,0,0.2576419213973799,0.9411764705882353,1,4,4,0.5614035087719298,0.375,3,0.2222222222222222,0.13793103448275862,0.0,0.13793103448275862,4,1,2,5,3,2,2,1,1,1
0.28571428571428564,0,1,0.0,1,4,1,2,2,4,2,0.2643847932185975,0.11764705882352941,1,3,3,0.3508771929824561,0.125,2,0.5555555555555556,0.5517241379310345,0.4,0.0,2,1,2,1,2,1,3,3,2,1
0.4047619047619047,0,1,0.0,3,2,1,2,1,3,1,0.11880297970716672,0.11764705882352941,0,3,1,0.21052631578947367,0.625,3,0.3333333333333333,0.27586206896551724,0.0,0.27586206896551724,3,1,1,1,2,4,2,2,1,2
0.8809523809523809,0,1,0.0,2,1,1,3,3,4,2,0.5927305419984588,0.3529411764705882,0,3,4,0.8421052631578947,0.875,3,0.05555555555555555,0.0,0.13333333333333333,0.0,5,1,3,2,5,5,1,1,1,1
0.4761904761904761,0,0,0.17857142857142855,3,2,0,1,2,4,0,0.27742101207295145,0.8235294117647058,1,3,4,0.5964912280701754,0.625,3,0.7222222222222222,0.7586206896551724,0.13333333333333333,0.6206896551724138,3,1,2,5,3,4,4,4,1,4
0.380952380952381,0,1,0.0,2,1,1,3,2,2,2,0.21294631389673774,0.11764705882352941,0,3,3,0.17543859649122806,0.375,3,0.2777777777777778,0.13793103448275862,0.13333333333333333,0.20689655172413793,2,1,2,1,1,2,2,1,1,2
0.9047619047619047,0,1,0.2142857142857143,3,4,1,1,3,4,1,0.401425635756486,0.47058823529411764,0,3,1,1.0,0.625,2,0.3333333333333333,0.27586206896551724,0.0,0.13793103448275862,5,2,3,3,5,4,2,2,1,1
0.11904761904761901,0,1,0.03571428571428571,1,3,1,3,1,1,0,0.084318006678654,0.3529411764705882,0,3,3,0.10526315789473684,0.625,3,0.0,0.0,0.0,0.0,1,1,1,2,1,4,1,1,1,1
0.7857142857142856,0,1,0.2857142857142857,4,4,1,3,1,4,2,0.06845620344207554,0.3529411764705882,0,4,2,0.3508771929824561,0.875,3,0.2222222222222222,0.13793103448275862,0.0,0.20689655172413793,4,2,1,2,2,5,2,1,1,2
0.28571428571428564,0,1,0.03571428571428571,3,3,1,2,2,4,2,0.20183662984844591,0.11764705882352941,0,3,1,0.38596491228070173,0.625,3,0.611111111111111,0.6896551724137931,1.0,0.5517241379310345,2,1,2,1,2,4,4,4,5,3
0.6666666666666665,1,1,0.2857142857142857,2,3,1,2,3,4,1,0.5529154893398407,0.11764705882352941,0,3,4,0.3157894736842105,0.625,3,0.5,0.5517241379310345,0.5333333333333333,0.48275862068965514,4,2,3,1,2,4,3,3,3,3
0.5238095238095237,0,2,0.0,4,3,1,2,4,2,2,0.8023375288980221,0.11764705882352941,0,4,4,0.7719298245614035,0.625,2,1.0,0.20689655172413793,1.0,0.7586206896551724,3,1,5,1,4,4,5,2,5,4
0.7857142857142856,0,1,0.7142857142857143,4,3,1,3,2,4,1,0.2846134086822502,0.0,1,4,4,0.38596491228070173,0.375,1,0.5555555555555556,0.48275862068965514,0.13333333333333333,0.0,4,4,2,1,2,2,3,3,1,1
0.28571428571428564,0,1,0.10714285714285714,2,3,0,2,2,2,0,0.2697148728487028,0.11764705882352941,1,3,2,0.38596491228070173,0.875,2,0.611111111111111,0.5517241379310345,0.26666666666666666,0.48275862068965514,2,1,2,1,2,5,4,3,2,3
0.6666666666666665,0,2,0.0,3,3,1,2,3,1,2,0.6206010788594913,0.23529411764705882,1,3,3,0.7368421052631579,1.0,2,0.5555555555555556,0.6206896551724138,1.0,0.3448275862068966,4,1,4,2,4,5,3,4,5,2
0.3333333333333333,0,1,0.17857142857142855,4,2,1,3,2,3,1,0.2569355253018238,0.11764705882352941,0,3,1,0.42105263157894735,0.0,3,0.611111111111111,0.5517241379310345,0.6666666666666666,0.48275862068965514,2,1,2,1,3,1,4,3,4,3
0.857142857142857,0,1,0.03571428571428571,4,1,0,3,3,3,2,0.805291548933984,1.0,0,3,1,0.5614035087719298,1.0,1,0.2222222222222222,0.20689655172413793,0.0,0.20689655172413793,5,1,5,5,3,5,2,2,1,2
0.14285714285714285,0,1,0.07142857142857142,2,1,0,3,2,3,2,0.25622912920626767,0.0,0,4,1,0.14035087719298245,0.375,2,0.16666666666666666,0.13793103448275862,0.0,0.13793103448275862,1,1,2,1,1,2,1,1,1,1
0.23809523809523808,0,0,0.10714285714285714,3,2,1,3,2,3,2,0.20626765990238888,0.11764705882352941,0,3,2,0.17543859649122806,0.625,4,0.2777777777777778,0.27586206896551724,0.0,0.27586206896551724,2,1,2,1,1,4,2,2,1,2
0.9523809523809523,0,1,0.3214285714285714,4,4,1,3,4,3,1,0.8260339070125866,0.0,0,3,3,1.0,0.125,2,1.0,0.6896551724137931,0.13333333333333333,0.5517241379310345,5,2,5,1,5,1,5,4,1,3
0.6190476190476188,0,0,0.7857142857142857,3,2,1,3,2,2,2,0.06633701515540713,0.47058823529411764,0,3,3,0.5964912280701754,0.625,4,0.16666666666666666,0.13793103448275862,0.13333333333333333,0.13793103448275862,4,4,1,3,3,4,1,1,1,1
0.4523809523809524,1,1,0.17857142857142855,4,3,1,3,1,1,0,0.06832776778833805,0.47058823529411764,1,4,4,0.24561403508771928,0.625,3,0.16666666666666666,0.13793103448275862,0.0,0.13793103448275862,3,1,1,3,2,4,1,1,1,1
0.3333333333333333,0,1,0.0,1,4,1,3,1,1,1,0.12503210891343436,0.11764705882352941,0,3,4,0.03508771929824561,0.375,3,0.05555555555555555,0.0,0.0,0.0,2,1,1,1,1,2,1,1,1,1
0.047619047619047616,1,2,0.17857142857142855,3,4,0,2,1,4,1,0.12310557410737222,0.11764705882352941,1,3,2,0.03508771929824561,1.0,3,0.05555555555555555,0.0,0.13333333333333333,0.0,1,1,1,1,1,5,1,1,1,1
0.380952380952381,0,1,0.17857142857142855,4,1,0,3,2,3,1,0.2440277421012073,0.11764705882352941,0,3,3,0.5614035087719298,0.625,3,0.8888888888888888,0.896551724137931,0.26666666666666666,0.6896551724137931,2,1,2,1,3,4,5,5,2,4
0.4523809523809524,0,0,0.03571428571428571,2,3,1,2,2,4,0,0.2667608528127408,0.5882352941176471,0,3,4,0.5964912280701754,0.375,4,0.05555555555555555,0.0,0.0,0.0,3,1,2,3,3,2,1,1,1,1
0.976190476190476,0,0,0.03571428571428571,4,3,0,2,5,4,2,1.0,1.0,0,4,4,1.0,0.625,3,0.16666666666666666,0.13793103448275862,0.26666666666666666,0.13793103448275862,5,1,5,5,5,4,1,1,2,1
0.7619047619047619,0,2,0.0,3,1,0,3,5,2,2,1.0,0.3529411764705882,1,3,1,0.9824561403508771,0.125,2,0.4444444444444444,0.20689655172413793,0.0,0.48275862068965514,4,1,5,2,5,1,3,2,1,3
0.16666666666666669,1,1,0.14285714285714285,3,3,1,2,2,3,1,0.30407141022347806,0.11764705882352941,1,3,4,0.21052631578947367,0.125,3,0.3333333333333333,0.27586206896551724,0.0,0.20689655172413793,1,1,2,1,2,1,2,2,1,2
0.16666666666666669,0,1,0.2142857142857143,1,4,1,2,1,4,2,0.12072951451322889,0.11764705882352941,0,3,3,0.07017543859649122,0.375,3,0.1111111111111111,0.13793103448275862,0.26666666666666666,0.06896551724137931,1,2,1,1,1,2,1,1,2,1
